time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-07-20,16.8,12.0,23.0,0.0,,,2.8,,1024.1,
2025-07-21,17.6,11.0,24.3,0.0,,,8.0,,1022.8,
2025-07-22,17.2,13.0,23.8,0.1,,,9.8,,1021.0,
2025-07-23,16.2,12.4,19.0,0.0,,,5.1,,1023.8,
2025-07-24,18.1,11.5,25.2,0.0,,,5.0,,1024.6,
2025-07-25,17.7,12.0,26.0,0.0,,,7.7,,1024.3,
2025-07-26,18.8,12.0,26.0,0.0,,,8.0,,1024.9,
2025-07-27,17.5,13.0,24.0,0.0,,,3.0,,1025.6,
2025-07-28,18.2,10.5,25.0,0.0,,,7.3,,1024.8,
2025-07-29,17.0,13.7,22.1,0.0,,,6.7,,1026.8,
2025-07-30,17.5,13.0,24.5,0.0,,,11.9,,1027.3,
2025-07-31,17.3,12.0,24.0,0.7,,,5.0,,1026.8,
2025-08-01,16.8,14.1,20.2,0.3,,,5.3,,1025.6,
2025-08-02,17.5,14.7,23.7,0.2,,,5.2,,1024.5,
2025-08-03,18.0,15.0,23.0,0.0,,,6.8,,1024.3,
2025-08-04,18.1,12.6,24.0,0.0,,,6.2,,1023.3,
2025-08-05,17.4,11.0,23.0,0.0,,,7.0,,1025.4,
2025-08-06,18.7,11.0,26.0,0.2,,,6.8,,1023.5,
2025-08-07,18.9,15.0,25.2,6.5,,,4.4,,1021.7,
2025-08-08,18.4,14.0,24.0,14.9,,,7.7,,1021.7,
2025-08-09,16.4,14.0,19.0,2.6,,,2.3,,1024.0,
2025-08-10,17.4,13.9,21.7,0.9,,,5.2,,1021.4,
2025-08-11,16.9,12.8,21.6,0.7,,,9.3,,1020.0,
2025-08-12,16.7,14.0,19.0,0.5,,,3.5,,1023.6,
2025-08-13,17.8,11.0,24.0,0.3,,,6.4,,1023.3,
2025-08-14,19.2,13.5,25.0,0.1,,,4.9,,1024.1,
2025-08-15,18.3,14.7,23.4,0.1,,,6.5,,1020.7,
2025-08-16,17.8,13.8,24.2,4.6,,,7.9,,1016.3,
2025-08-17,17.7,12.8,24.0,12.3,,,8.3,,1019.4,
2025-08-18,15.6,14.5,16.3,23.5,,,4.1,,1024.7,
2025-08-19,16.4,14.0,20.0,1.9,,,7.0,,1024.2,
2025-08-20,17.3,13.0,22.2,0.2,,,5.3,,1022.4,
2025-08-21,17.1,12.9,22.2,0.3,,,9.2,,1021.9,
2025-08-22,17.1,13.0,22.5,0.0,,,9.2,,1020.1,
2025-08-23,16.0,12.3,19.6,0.0,,,9.3,,1017.7,
2025-08-24,17.6,12.2,23.2,1.4,,,11.1,,1021.9,
2025-08-25,19.1,15.0,25.0,0.8,,,9.3,,1024.8,
2025-08-26,18.2,12.8,24.0,0.3,,,10.9,,1024.7,
2025-08-27,19.7,15.0,27.0,0.0,,,8.3,,1025.1,
2025-08-28,18.8,13.1,26.0,0.0,,,12.9,,1024.3,
2025-08-29,17.7,12.0,24.0,0.0,,,12.6,,1023.9,
2025-08-30,18.1,13.0,25.0,0.0,,,10.8,,1025.1,
2025-08-31,17.7,11.0,24.7,0.0,,,9.2,,1023.5,
2025-09-01,19.0,14.0,26.0,0.2,,,11.1,,1023.9,
2025-09-02,18.3,11.9,25.0,0.0,,,11.5,,1023.2,
2025-09-03,18.5,11.7,25.0,0.0,,,11.2,,1023.0,
2025-09-04,17.6,12.0,24.0,0.4,,,11.9,,1022.6,
2025-09-05,18.8,13.0,25.0,0.0,,,10.0,,1022.1,
2025-09-06,19.3,12.0,27.0,0.0,,,10.2,,1022.5,
2025-09-07,18.9,12.0,26.0,0.0,,,12.3,,1024.1,
2025-09-08,19.4,14.0,26.0,0.0,,,12.3,,1022.7,
2025-09-09,19.6,15.8,26.0,2.1,,,14.0,,1023.4,
2025-09-10,20.1,15.0,26.5,0.3,,,7.1,,1024.9,
2025-09-11,19.8,16.0,25.0,0.0,,,6.4,,1024.7,
2025-09-12,19.0,14.0,26.3,0.0,,,6.7,,1022.5,
2025-09-13,19.8,14.0,28.0,0.0,,,7.9,,1023.9,
2025-09-14,20.6,12.0,28.0,0.2,,,10.1,,1023.1,
2025-09-15,19.4,13.0,27.0,2.6,,,5.5,,1023.0,
2025-09-16,19.8,13.0,28.0,0.2,,,4.2,,1022.8,
2025-09-17,20.7,13.0,27.0,0.1,,,8.2,,1022.9,
2025-09-18,20.8,17.0,26.0,3.3,,,9.6,,1023.1,
2025-09-19,20.2,16.0,27.0,3.3,,,9.8,,1023.6,
2025-09-20,19.1,14.0,26.0,0.0,,,8.0,,1025.0,
2025-09-21,19.3,15.0,25.0,1.4,,,5.9,,1024.3,
2025-09-22,19.1,14.0,26.0,1.1,,,6.3,,1024.7,
2025-09-23,19.2,15.0,24.0,0.7,,,6.3,,1025.5,
2025-09-24,19.3,14.0,26.0,0.0,,,6.9,,1023.2,
2025-09-25,19.5,13.0,28.0,0.0,,,6.8,,1021.5,
2025-09-26,19.7,14.1,27.4,0.0,,,8.4,,1016.8,
2025-09-27,20.2,13.7,27.0,0.5,,,12.1,,1020.4,
2025-09-28,20.3,15.0,26.6,0.2,,,8.2,,1021.4,
2025-09-29,19.8,15.0,28.0,1.9,,,4.7,,1022.0,
2025-09-30,20.5,14.0,28.0,2.8,,,5.4,,1021.7,
2025-10-01,20.4,11.0,29.1,0.0,,,7.1,,1018.4,
2025-10-02,20.2,12.3,28.1,0.0,,,10.8,,1014.4,
2025-10-03,19.1,13.5,27.2,11.2,,,11.2,,1015.7,
2025-10-04,20.2,16.6,25.0,0.0,,,13.3,,,
2025-10-05,19.9,15.8,24.9,0.0,,,11.7,,,
